id,family
1762,SQUAD
1763,HSTR
1764,VSTR
1765,DSEXT
1766,D3A
1767,Q2AB
1768,D4Aa
1769,BPM
1770,D4Ab
1771,BB
1772,D6B
1773,DSEXT
1774,S2C
1775,HSTR
1776,VSTR
1777,DSEXT
1778,D5B
1779,Q3B
1780,D4Ba
1781,BPM
1782,D4Bb
1783,Q2B
1784,D3B
1785,DSEXT
1786,S1C
1786,SQUAD
1787,HSTR
1788,VSTR
1789,DSEXT
1790,D2B
1791,Q1B
1792,KD1
1793,BPM
1794,DBPM
1795,DRIFT
1796,DRIFT
1797,HTRIM
1798,VTRIM
1799,DRIFT
1800,U27
1801,source
1802,U27
1803,DRIFT
1804,HTRIM
1805,VTRIM
1806,DRIFT
1807,DRIFT
1808,DBPM
1809,BPM
1810,KD1
1811,Q1B
1812,D2B
1813,DSEXT
1814,S1B
1814,SQUAD
1815,HSTR
1816,VSTR
1817,DSEXT
1818,D3B
1819,Q2B
1820,D4B
1821,Q3B
1822,D5B
1823,DSEXT
1824,S2B
1825,HSTR
1826,VSTR
1827,DSEXT
1828,D6Ba
1829,BPM
1830,D6Bb
1831,BB
1832,D4A
1833,Q2AB
1834,D3Aa
1835,BPM
1836,D3Ab
1837,DSEXT
1838,S2A
1838,SQUAD
1839,HSTR
1840,VSTR
1841,DSEXT
1842,D2A
1843,Q1AB
1844,D1Aa
1845,BPM
1846,D1Ab
1847,DSEXT
1848,S1A
1849,HSTR
1850,VSTR
1851,DSEXT
1852,D1A
1853,Q1AB
1854,D2A
1855,DSEXT
1856,S2A
1856,SQUAD
1857,HSTR
1858,VSTR
1859,DSEXT
1860,D3A
1861,Q2AB
1862,D4Aa
1863,BPM
1864,D4Ab
1865,source
1866,BB
1867,D6B
1868,DSEXT
1869,S2B
1870,HSTR
1871,VSTR
1872,DSEXT
1873,D5B
1874,Q3B
1875,D4Ba
1876,BPM
1877,D4Bb
1878,Q2B
1879,D3B
1880,DSEXT
1881,S1B
1881,SQUAD
1882,HSTR
1883,VSTR
1884,DSEXT
1885,D2B
1886,Q1B
1887,KD1
1888,BPM
1889,DBPM
1890,DRIFT
1891,HTRIM
1892,VTRIM
1893,DRIFT
1894,DRIFT
1895,source
1896,DRIFT
1897,DRIFT
1898,HTRIM
1899,VTRIM
1900,DRIFT
1901,DBPM
1902,BPM
1903,KD1
1904,Q1B
1905,D2B
1906,DSEXT
1907,S1B
1907,SQUAD
1908,HSTR
1909,VSTR
1910,DSEXT
1911,D3B
1912,Q2B
1913,D4B
1914,Q3B
1915,D5B
1916,DSEXT
1917,S2B
1918,HSTR
1919,VSTR
1920,DSEXT
1921,D6Ba
1922,BPM
1923,D6Bb
1924,BB
1925,D4A
1926,Q2AB
1927,D3Aa
1928,BPM
1929,D3Ab
1930,DSEXT
1931,S2A
1931,SQUAD
1932,HSTR
1933,VSTR
1934,DSEXT
1935,D2A
1936,Q1AB
1937,D1Aa
1938,BPM
1939,D1Ab
1940,DSEXT
1941,S1A
1942,HSTR
1943,VSTR
1944,DSEXT
1945,D1A
1946,Q1AB
1947,D2A
1948,DSEXT
1949,S2A
1949,SQUAD
1950,HSTR
1951,VSTR
1952,DSEXT
1953,D3A
1954,Q2AB
1955,D4Aa
1956,BPM
1957,D4Ab
1958,BB
1959,D6B
1960,DSEXT
1961,S2B
1962,HSTR
1963,VSTR
1964,DSEXT
1965,D5B
1966,Q3B
1967,D4Ba
1968,BPM
1969,D4Bb
1970,Q2B
1971,D3B
1972,DSEXT
1973,S1B
1973,SQUAD
1974,HSTR
1975,VSTR
1976,DSEXT
1977,D2B
1978,Q1B
1979,KD1
1980,BPM
1981,DBPM
1982,DRIFT
1983,DRIFT
1984,DRIFT
1985,HCHICA
1986,DRIFT
1987,DRIFT
1988,DRIFT
1989,DRIFT
1990,HTRIM
1991,VTRIM
1992,DRIFT
1993,DRIFT
1994,MPW45
1995,source
1996,MPW45
1997,DRIFT
1998,DRIFT
1999,DRIFT
2000,HTRIM
2001,VTRIM
2002,DRIFT
2003,DRIFT
2004,DRIFT
2005,DRIFT
2006,HCHICA
2007,DRIFT
2008,DRIFT
2009,HTRIM
2010,VTRIM
2011,DRIFT
2012,source
2013,DRIFT
2014,HTRIM
2015,VTRIM
2016,Drift
2017,DRIFT
2018,DRIFT
2019,HCHICA
2020,DRIFT
2021,Drift
2022,DRIFT
2023,DBPM
2024,BPM
2025,D20_1
2026,D20_2
2027,Q1B
2028,D2B
2029,DSEXT
2030,S1C
2030,SQUAD
2031,HSTR
2032,VSTR
2033,DSEXT
2034,D3B
2035,Q2B
2036,D4B
2037,Q3B
2038,D5B
2039,DSEXT
2040,S2C
2041,HSTR
2042,VSTR
2043,DSEXT
2044,D6Ba
2045,BPM
2046,D6Bb
2047,BB
2048,D4A
2049,Q2AB
2050,D3Aa
2051,BPM
2052,D3Ab
2053,DSEXT
2054,S2A
2054,SQUAD
2055,HSTR
2056,VSTR
2057,DSEXT
2058,D2A
2059,Q1AB
2060,D1Aa
2061,BPM
2062,D1Ab
2063,DSEXT
2064,S1A
2065,HSTR
2066,VSTR
2067,DSEXT
2068,D1A
2069,Q1AD
2070,D2A
2071,DSEXT
2072,S2A
2072,SQUAD
2073,HSTR
2074,VSTR
2075,DSEXT
2076,D3A
2077,Q2AD
2078,D4Aa
2079,BPM
2080,D4Ab
2081,BB
2082,D6B
2083,DSEXT
2084,S2D
2085,HSTR
2086,VSTR
2087,DSEXT
2088,D5B
2089,Q3D
2090,D4Ba
2091,BPM
2092,D4Bb
2093,Q2D
2094,D3B
2095,DSEXT
2096,S1D
2096,SQUAD
2097,HSTR
2098,VSTR
2099,DSEXT
2100,D2B
2101,Q1D
2102,KD1
2103,BPM
2104,DBPM
2105,DRIFT
2106,HTRIM
2107,VTRIM
2108,DRIFT
2109,DRIFT
2110,source
2111,DRIFT
2112,DRIFT
2113,HTRIM
2114,VTRIM
2115,DRIFT
2116,DBPM
2117,BPM
2118,KD1
2119,Q1D
2120,D2B
2121,DSEXT
2122,S1D
2122,SQUAD
2123,HSTR
2124,VSTR
2125,DSEXT
2126,D3B
2127,Q2D
2128,D4B
2129,Q3D
2130,D5B
2131,DSEXT
2132,S2D
2133,HSTR
2134,VSTR
2135,DSEXT
2136,D6Ba
2137,BPM
2138,D6Bb
2139,BB
2140,D4A
2141,Q2AD
2142,D3Aa
2143,BPM
2144,D3Ab
2145,DSEXT
2146,S2A
2146,SQUAD
2147,HSTR
2148,VSTR
2149,DSEXT
2150,D2A
2151,Q1AD
2152,D1Aa
2153,BPM
2154,D1Ab
2155,DSEXT
2156,S1A
2157,HSTR
2158,VSTR
2159,DSEXT
2160,D1A
2161,Q1AB
2162,D2A
2163,DSEXT
2164,S2A
2164,SQUAD
2165,HSTR
2166,VSTR
2167,DSEXT
2168,D3A
2169,Q2AB
2170,D4Aa
2171,BPM
2172,D4Ab
2173,source
2174,BB
2175,D6B
2176,DSEXT
2177,S2C
2178,HSTR
2179,VSTR
2180,DSEXT
2181,D5B
2182,Q3B
2183,D4Ba
2184,BPM
2185,D4Bb
2186,Q2B
2187,D3B
2188,DSEXT
2189,S1C
2189,SQUAD
2190,HSTR
2191,VSTR
2192,DSEXT
2193,D2B
2194,Q1B
2195,KD1
2196,BPM
2197,DBPM
2198,DRIFT
2199,HTRIM
2200,VTRIM
2201,DRIFT
2202,DRIFT
2203,source
2204,DRIFT
2205,DRIFT
2206,HTRIM
2207,VTRIM
2208,DRIFT
2209,DBPM
2210,BPM
2211,KD1
2212,Q1B
2213,D2B
2214,DSEXT
2215,S1B
2215,SQUAD
2216,HSTR
2217,VSTR
2218,DSEXT
2219,D3B
2220,Q2B
2221,D4B
2222,Q3B
2223,D5B
2224,DSEXT
2225,S2B
2226,HSTR
2227,VSTR
2228,DSEXT
2229,D6Ba
2230,BPM
2231,D6Bb
2232,BB
2233,D4A
2234,Q2AB
2235,D3Aa
2236,BPM
2237,D3Ab
2238,DSEXT
2239,S2A
2239,SQUAD
2240,HSTR
2241,VSTR
2242,DSEXT
2243,D2A
2244,Q1AB
2245,D1Aa
2246,BPM
2247,D1Ab
2248,DSEXT
2249,S1A
2250,HSTR
2251,VSTR
2252,DSEXT
2253,D1A
2254,Q1AB
2255,D2A
2256,DSEXT
2257,S2A
2257,SQUAD
2258,HSTR
2259,VSTR
2260,DSEXT
2261,D3A
2262,Q2AB
2263,D4Aa
2264,BPM
2265,D4Ab
2266,source
2267,BB
2268,D6B
2269,DSEXT
2270,S2B
2271,HSTR
2272,VSTR
2273,DSEXT
2274,D5B
2275,Q3B
2276,D4Ba
2277,BPM
2278,D4Bb
2279,Q2B
2280,D3B
2281,DSEXT
2282,S1B
2282,SQUAD
2283,HSTR
2284,VSTR
2285,DSEXT
2286,D2B
2287,Q1B
2288,KD1
2289,BPM
2290,DBPM
2291,DRIFT
2292,HTRIM
2293,VTRIM
2294,DRIFT
2295,DRIFT
2296,source
2297,DRIFT
2298,DRIFT
2299,HTRIM
2300,VTRIM
2301,DRIFT
2302,DBPM
2303,BPM
2304,KD1
2305,Q1B
2306,D2B
2307,DSEXT
2308,S1B
2308,SQUAD
2309,HSTR
2310,VSTR
2311,DSEXT
2312,D3B
2313,Q2B
2314,D4B
2315,Q3B
2316,D5B
2317,DSEXT
2318,S2B
2319,HSTR
2320,VSTR
2321,DSEXT
2322,D6Ba
2323,BPM
2324,D6Bb
2325,BB
2326,D4A
2327,Q2AB
2328,D3Aa
2329,BPM
2330,D3Ab
2331,DSEXT
2332,S2A
2332,SQUAD
2333,HSTR
2334,VSTR
2335,DSEXT
2336,D2A
2337,Q1AB
2338,D1Aa
2339,BPM
2340,D1Ab
2341,DSEXT
2342,S1A
2343,HSTR
2344,VSTR
2345,DSEXT
2346,D1A
2347,Q1AB
2348,D2A
2349,DSEXT
2350,S2A
2350,SQUAD
2351,HSTR
2352,VSTR
2353,DSEXT
2354,D3A
2355,Q2AB
2356,D4Aa
2357,BPM
2358,D4Ab
2359,source
2360,BB
2361,D6B
2362,DSEXT
2363,S2B
2364,HSTR
2365,VSTR
2366,DSEXT
2367,D5B
2368,Q3B
2369,D4Ba
2370,BPM
2371,D4Bb
2372,Q2B
2373,D3B
2374,DSEXT
2375,S1B
2375,SQUAD
2376,HSTR
2377,VSTR
2378,DSEXT
2379,D2B
2380,Q1B
2381,KD1
2382,BPM
2383,DBPM
2384,DRIFT
2385,HTRIM
2386,VTRIM
2387,DRIFT
2388,DRIFT
2389,source
2390,DRIFT
2391,DRIFT
2392,HTRIM
2393,VTRIM
2394,DRIFT
2395,DBPM
2396,BPM
2397,KD1
2398,Q1B
2399,D2B
2400,DSEXT
2401,S1C
2401,SQUAD
2402,HSTR
2403,VSTR
2404,DSEXT
2405,D3B
2406,Q2B
2407,D4B
2408,Q3B
2409,D5B
2410,DSEXT
2411,S2C
2412,HSTR
2413,VSTR
2414,DSEXT
2415,D6Ba
2416,BPM
2417,D6Bb
2418,BB
2419,D4A
2420,Q2AB
2421,D3Aa
2422,BPM
2423,D3Ab
2424,DSEXT
2425,S2A
2425,SQUAD
2426,HSTR
2427,VSTR
2428,DSEXT
2429,D2A
2430,Q1AB
2431,D1Aa
2432,BPM
2433,D1Ab
2434,DSEXT
2435,S1A
2436,HSTR
2437,VSTR
2438,DSEXT
2439,D1A
2440,Q1AD
2441,D2A
2442,DSEXT
2443,S2A
2443,SQUAD
2444,HSTR
2445,VSTR
2446,DSEXT
2447,D3A
2448,Q2AD
2449,D4Aa
2450,BPM
2451,D4Ab
2452,source
2453,BB
2454,D6B
2455,DSEXT
2456,S2D
2457,HSTR
2458,VSTR
2459,DSEXT
2460,D5B
2461,Q3D
2462,D4Ba
2463,BPM
2464,D4Bb
2465,Q2D
2466,D3B
2467,DSEXT
2468,S1D
2468,SQUAD
2469,HSTR
2470,VSTR
2471,DSEXT
2472,D2B
2473,Q1D
2474,KD1
2475,BPM
2476,D1D2
