id,name,type,length
1815,1815,HSTR,0.000000
1816,1816,VSTR,0.000000
1817,1817,DRIFT,0.005000
1818,1818,DRIFT,0.231850
1819,1819,QUAD,0.606300
1820,1820,DRIFT,0.458350
1821,1821,QUAD,0.307000
1822,1822,DRIFT,0.196500
1823,1823,DRIFT,0.005000
1824,1824,SEXT,0.290000
1825,1825,HSTR,0.000000
1826,1826,VSTR,0.000000
1827,1827,DRIFT,0.005000
1828,1828,DRIFT,0.185000
1829,1829,BPM,0.000000
1830,1830,DRIFT,0.484000
1831,1831,BEND,0.933000
1832,1832,DRIFT,0.585800
1833,1833,QUAD,0.406400
1834,1834,DRIFT,0.158300
1835,1835,BPM,0.000000
1836,1836,DRIFT,0.263500
1837,1837,DRIFT,0.005000
1838,1838,SEXT,0.190000
1839,1839,HSTR,0.000000
1840,1840,VSTR,0.000000
1841,1841,DRIFT,0.005000
1842,1842,DRIFT,0.195200
1843,1843,QUAD,0.407600
1844,1844,DRIFT,0.118700
1845,1845,BPM,0.000000
1846,1846,DRIFT,0.116000
1847,1847,DRIFT,0.005000
1848,1848,SEXT,0.290000
1849,1849,HSTR,0.000000
1850,1850,VSTR,0.000000
1851,1851,DRIFT,0.005000
1852,1852,DRIFT,0.234700
1853,1853,QUAD,0.407600
1854,1854,DRIFT,0.195200
1855,1855,DRIFT,0.005000
1856,1856,SEXT,0.190000
1857,1857,HSTR,0.000000
1858,1858,VSTR,0.000000
1859,1859,DRIFT,0.005000
1860,1860,DRIFT,0.421800
1861,1861,QUAD,0.406400
1862,1862,DRIFT,0.101800
1863,1863,BPM,0.000000
1864,1864,DRIFT,0.484000
1865,1865,source,0.000000
1866,1866,BEND,0.933000
1867,1867,DRIFT,0.669000
1868,1868,DRIFT,0.005000
1869,1869,SEXT,0.290000
1870,1870,HSTR,0.000000
1871,1871,VSTR,0.000000
1872,1872,DRIFT,0.005000
1873,1873,DRIFT,0.196500
1874,1874,QUAD,0.307000
1875,1875,DRIFT,0.173000
1876,1876,BPM,0.000000
1877,1877,DRIFT,0.285350
1878,1878,QUAD,0.606300
1879,1879,DRIFT,0.231850
1880,1880,DRIFT,0.005000
1881,1881,SEXT,0.290000
1882,1882,HSTR,0.000000
1883,1883,VSTR,0.000000
1884,1884,DRIFT,0.005000
1885,1885,DRIFT,0.146800
1886,1886,QUAD,0.406400
1887,1887,DRIFT,1.288300
1888,1888,BPM,0.000000
1889,1889,DRIFT,0.002500
1890,1890,DRIFT,0.150000
1891,1891,HTRIM,0.000000
1892,1892,VTRIM,0.000000
1893,1893,DRIFT,0.150000
1894,1894,DRIFT,2.577500
1895,1895,source,0.000000
1896,1896,DRIFT,2.577500
1897,1897,DRIFT,0.150000
1898,1898,HTRIM,0.000000
1899,1899,VTRIM,0.000000
1900,1900,DRIFT,0.150000
1901,1901,DRIFT,0.002500
1902,1902,BPM,0.000000
1903,1903,DRIFT,1.288300
1904,1904,QUAD,0.406400
1905,1905,DRIFT,0.146800
1906,1906,DRIFT,0.005000
1907,1907,SEXT,0.290000
1908,1908,HSTR,0.000000
1909,1909,VSTR,0.000000
1910,1910,DRIFT,0.005000
1911,1911,DRIFT,0.231850
1912,1912,QUAD,0.606300
1913,1913,DRIFT,0.458350
1914,1914,QUAD,0.307000
1915,1915,DRIFT,0.196500
1916,1916,DRIFT,0.005000
1917,1917,SEXT,0.290000
1918,1918,HSTR,0.000000
1919,1919,VSTR,0.000000
1920,1920,DRIFT,0.005000
1921,1921,DRIFT,0.185000
1922,1922,BPM,0.000000
1923,1923,DRIFT,0.484000
1924,1924,BEND,0.933000
1925,1925,DRIFT,0.585800
1926,1926,QUAD,0.406400
1927,1927,DRIFT,0.158300
1928,1928,BPM,0.000000
1929,1929,DRIFT,0.263500
1930,1930,DRIFT,0.005000
1931,1931,SEXT,0.190000
1932,1932,HSTR,0.000000
1933,1933,VSTR,0.000000
1934,1934,DRIFT,0.005000
1935,1935,DRIFT,0.195200
1936,1936,QUAD,0.407600
1937,1937,DRIFT,0.118700
1938,1938,BPM,0.000000
1939,1939,DRIFT,0.116000
1940,1940,DRIFT,0.005000
1941,1941,SEXT,0.290000
1942,1942,HSTR,0.000000
1943,1943,VSTR,0.000000
1944,1944,DRIFT,0.005000
1945,1945,DRIFT,0.234700
1946,1946,QUAD,0.407600
1947,1947,DRIFT,0.195200
1948,1948,DRIFT,0.005000
1949,1949,SEXT,0.190000
1950,1950,HSTR,0.000000
1951,1951,VSTR,0.000000
1952,1952,DRIFT,0.005000
1953,1953,DRIFT,0.421800
1954,1954,QUAD,0.406400
1955,1955,DRIFT,0.101800
1956,1956,BPM,0.000000
1957,1957,DRIFT,0.484000
1958,1958,BEND,0.933000
1959,1959,DRIFT,0.669000
1960,1960,DRIFT,0.005000
1961,1961,SEXT,0.290000
1962,1962,HSTR,0.000000
1963,1963,VSTR,0.000000
1964,1964,DRIFT,0.005000
1965,1965,DRIFT,0.196500
1966,1966,QUAD,0.307000
1967,1967,DRIFT,0.173000
1968,1968,BPM,0.000000
1969,1969,DRIFT,0.285350
1970,1970,QUAD,0.606300
1971,1971,DRIFT,0.231850
1972,1972,DRIFT,0.005000
1973,1973,SEXT,0.290000
1974,1974,HSTR,0.000000
1975,1975,VSTR,0.000000
1976,1976,DRIFT,0.005000
1977,1977,DRIFT,0.146800
1978,1978,QUAD,0.406400
1979,1979,DRIFT,1.288300
1980,1980,BPM,0.000000
1981,1981,DRIFT,0.002500
1982,1982,DRIFT,0.227500
1983,1983,DRIFT,0.149000
1984,1984,DRIFT,0.050000
1985,1985,HCHICA,0.000000
1986,1986,DRIFT,0.050000
1987,1987,DRIFT,1.016000
1988,1988,DRIFT,0.050000
1989,1989,DRIFT,0.100000
1990,1990,HTRIM,0.000000
1991,1991,VTRIM,0.000000
1992,1992,DRIFT,0.100000
1993,1993,DRIFT,0.046000
1994,1994,DRIFT,1.014000
1995,1995,source,0.000000
1996,1996,DRIFT,1.014000
1997,1997,DRIFT,0.038000
1998,1998,DRIFT,0.050000
1999,1999,DRIFT,0.100000
2000,2000,HTRIM,0.000000
2001,2001,VTRIM,0.000000
2002,2002,DRIFT,0.100000
2003,2003,DRIFT,0.050000
2004,2004,DRIFT,0.022000
2005,2005,DRIFT,0.050000
2006,2006,HCHICA,0.000000
2007,2007,DRIFT,0.050000
2008,2008,DRIFT,0.022500
2009,2009,HTRIM,0.000000
2010,2010,VTRIM,0.000000
2011,2011,DRIFT,0.397500
2012,2012,source,0.000000
2013,2013,DRIFT,0.397500
2014,2014,HTRIM,0.000000
2015,2015,VTRIM,0.000000
2016,2016,DRIFT,0.130000
2017,2017,DRIFT,0.050000
2018,2018,DRIFT,0.050000
2019,2019,HCHICA,0.000000
2020,2020,DRIFT,0.050000
2021,2021,DRIFT,0.203000
2022,2022,DRIFT,0.178000
2023,2023,DRIFT,0.002500
2024,2024,BPM,0.000000
2025,2025,DRIFT,0.288300
2026,2026,DRIFT,1.000000
2027,2027,QUAD,0.406400
2028,2028,DRIFT,0.146800
2029,2029,DRIFT,0.005000
2030,2030,SEXT,0.290000
2031,2031,HSTR,0.000000
2032,2032,VSTR,0.000000
2033,2033,DRIFT,0.005000
2034,2034,DRIFT,0.231850
2035,2035,QUAD,0.606300
2036,2036,DRIFT,0.458350
2037,2037,QUAD,0.307000
2038,2038,DRIFT,0.196500
2039,2039,DRIFT,0.005000
2040,2040,SEXT,0.290000
2041,2041,HSTR,0.000000
2042,2042,VSTR,0.000000
2043,2043,DRIFT,0.005000
2044,2044,DRIFT,0.185000
2045,2045,BPM,0.000000
2046,2046,DRIFT,0.484000
2047,2047,BEND,0.933000
2048,2048,DRIFT,0.585800
2049,2049,QUAD,0.406400
2050,2050,DRIFT,0.158300
2051,2051,BPM,0.000000
2052,2052,DRIFT,0.263500
2053,2053,DRIFT,0.005000
2054,2054,SEXT,0.190000
2055,2055,HSTR,0.000000
2056,2056,VSTR,0.000000
2057,2057,DRIFT,0.005000
2058,2058,DRIFT,0.195200
2059,2059,QUAD,0.407600
2060,2060,DRIFT,0.118700
2061,2061,BPM,0.000000
2062,2062,DRIFT,0.116000
2063,2063,DRIFT,0.005000
2064,2064,SEXT,0.290000
2065,2065,HSTR,0.000000
2066,2066,VSTR,0.000000
2067,2067,DRIFT,0.005000
2068,2068,DRIFT,0.234700
2069,2069,QUAD,0.407600
2070,2070,DRIFT,0.195200
2071,2071,DRIFT,0.005000
2072,2072,SEXT,0.190000
2073,2073,HSTR,0.000000
2074,2074,VSTR,0.000000
2075,2075,DRIFT,0.005000
2076,2076,DRIFT,0.421800
2077,2077,QUAD,0.406400
2078,2078,DRIFT,0.101800
2079,2079,BPM,0.000000
2080,2080,DRIFT,0.484000
2081,2081,BEND,0.933000
2082,2082,DRIFT,0.669000
2083,2083,DRIFT,0.005000
2084,2084,SEXT,0.290000
2085,2085,HSTR,0.000000
2086,2086,VSTR,0.000000
2087,2087,DRIFT,0.005000
2088,2088,DRIFT,0.196500
2089,2089,QUAD,0.307000
2090,2090,DRIFT,0.173000
2091,2091,BPM,0.000000
2092,2092,DRIFT,0.285350
2093,2093,QUAD,0.606300
2094,2094,DRIFT,0.231850
2095,2095,DRIFT,0.005000
2096,2096,SEXT,0.290000
2097,2097,HSTR,0.000000
2098,2098,VSTR,0.000000
2099,2099,DRIFT,0.005000
2100,2100,DRIFT,0.146800
2101,2101,QUAD,0.406400
2102,2102,DRIFT,1.288300
2103,2103,BPM,0.000000
2104,2104,DRIFT,0.002500
2105,2105,DRIFT,0.150000
2106,2106,HTRIM,0.000000
2107,2107,VTRIM,0.000000
2108,2108,DRIFT,0.150000
2109,2109,DRIFT,4.077500
2110,2110,source,0.000000
2111,2111,DRIFT,4.077500
2112,2112,DRIFT,0.150000
2113,2113,HTRIM,0.000000
2114,2114,VTRIM,0.000000
2115,2115,DRIFT,0.150000
2116,2116,DRIFT,0.002500
2117,2117,BPM,0.000000
2118,2118,DRIFT,1.288300
2119,2119,QUAD,0.406400
2120,2120,DRIFT,0.146800
2121,2121,DRIFT,0.005000
2122,2122,SEXT,0.290000
2123,2123,HSTR,0.000000
2124,2124,VSTR,0.000000
2125,2125,DRIFT,0.005000
2126,2126,DRIFT,0.231850
2127,2127,QUAD,0.606300
2128,2128,DRIFT,0.458350
2129,2129,QUAD,0.307000
2130,2130,DRIFT,0.196500
2131,2131,DRIFT,0.005000
2132,2132,SEXT,0.290000
2133,2133,HSTR,0.000000
2134,2134,VSTR,0.000000
2135,2135,DRIFT,0.005000
2136,2136,DRIFT,0.185000
2137,2137,BPM,0.000000
2138,2138,DRIFT,0.484000
2139,2139,BEND,0.933000
2140,2140,DRIFT,0.585800
2141,2141,QUAD,0.406400
2142,2142,DRIFT,0.158300
2143,2143,BPM,0.000000
2144,2144,DRIFT,0.263500
2145,2145,DRIFT,0.005000
2146,2146,SEXT,0.190000
2147,2147,HSTR,0.000000
2148,2148,VSTR,0.000000
2149,2149,DRIFT,0.005000
2150,2150,DRIFT,0.195200
2151,2151,QUAD,0.407600
2152,2152,DRIFT,0.118700
2153,2153,BPM,0.000000
2154,2154,DRIFT,0.116000
2155,2155,DRIFT,0.005000
2156,2156,SEXT,0.290000
2157,2157,HSTR,0.000000
2158,2158,VSTR,0.000000
2159,2159,DRIFT,0.005000
2160,2160,DRIFT,0.234700
2161,2161,QUAD,0.407600
2162,2162,DRIFT,0.195200
2163,2163,DRIFT,0.005000
2164,2164,SEXT,0.190000
2165,2165,HSTR,0.000000
2166,2166,VSTR,0.000000
2167,2167,DRIFT,0.005000
2168,2168,DRIFT,0.421800
2169,2169,QUAD,0.406400
2170,2170,DRIFT,0.101800
2171,2171,BPM,0.000000
2172,2172,DRIFT,0.484000
2173,2173,source,0.000000
2174,2174,BEND,0.933000
2175,2175,DRIFT,0.669000
2176,2176,DRIFT,0.005000
2177,2177,SEXT,0.290000
2178,2178,HSTR,0.000000
2179,2179,VSTR,0.000000
2180,2180,DRIFT,0.005000
2181,2181,DRIFT,0.196500
2182,2182,QUAD,0.307000
2183,2183,DRIFT,0.173000
2184,2184,BPM,0.000000
2185,2185,DRIFT,0.285350
2186,2186,QUAD,0.606300
2187,2187,DRIFT,0.231850
2188,2188,DRIFT,0.005000
2189,2189,SEXT,0.290000
2190,2190,HSTR,0.000000
2191,2191,VSTR,0.000000
2192,2192,DRIFT,0.005000
2193,2193,DRIFT,0.146800
2194,2194,QUAD,0.406400
2195,2195,DRIFT,1.288300
2196,2196,BPM,0.000000
2197,2197,DRIFT,0.002500
2198,2198,DRIFT,0.150000
2199,2199,HTRIM,0.000000
2200,2200,VTRIM,0.000000
2201,2201,DRIFT,0.150000
2202,2202,DRIFT,2.577500
2203,2203,source,0.000000
2204,2204,DRIFT,2.577500
2205,2205,DRIFT,0.150000
2206,2206,HTRIM,0.000000
2207,2207,VTRIM,0.000000
2208,2208,DRIFT,0.150000
2209,2209,DRIFT,0.002500
2210,2210,BPM,0.000000
2211,2211,DRIFT,1.288300
2212,2212,QUAD,0.406400
2213,2213,DRIFT,0.146800
2214,2214,DRIFT,0.005000
2215,2215,SEXT,0.290000
2216,2216,HSTR,0.000000
2217,2217,VSTR,0.000000
2218,2218,DRIFT,0.005000
2219,2219,DRIFT,0.231850
2220,2220,QUAD,0.606300
2221,2221,DRIFT,0.458350
2222,2222,QUAD,0.307000
2223,2223,DRIFT,0.196500
2224,2224,DRIFT,0.005000
2225,2225,SEXT,0.290000
2226,2226,HSTR,0.000000
2227,2227,VSTR,0.000000
2228,2228,DRIFT,0.005000
2229,2229,DRIFT,0.185000
2230,2230,BPM,0.000000
2231,2231,DRIFT,0.484000
2232,2232,BEND,0.933000
2233,2233,DRIFT,0.585800
2234,2234,QUAD,0.406400
2235,2235,DRIFT,0.158300
2236,2236,BPM,0.000000
2237,2237,DRIFT,0.263500
2238,2238,DRIFT,0.005000
2239,2239,SEXT,0.190000
2240,2240,HSTR,0.000000
2241,2241,VSTR,0.000000
2242,2242,DRIFT,0.005000
2243,2243,DRIFT,0.195200
2244,2244,QUAD,0.407600
2245,2245,DRIFT,0.118700
2246,2246,BPM,0.000000
2247,2247,DRIFT,0.116000
2248,2248,DRIFT,0.005000
2249,2249,SEXT,0.290000
2250,2250,HSTR,0.000000
2251,2251,VSTR,0.000000
2252,2252,DRIFT,0.005000
2253,2253,DRIFT,0.234700
2254,2254,QUAD,0.407600
2255,2255,DRIFT,0.195200
2256,2256,DRIFT,0.005000
2257,2257,SEXT,0.190000
2258,2258,HSTR,0.000000
2259,2259,VSTR,0.000000
2260,2260,DRIFT,0.005000
2261,2261,DRIFT,0.421800
2262,2262,QUAD,0.406400
2263,2263,DRIFT,0.101800
2264,2264,BPM,0.000000
2265,2265,DRIFT,0.484000
2266,2266,source,0.000000
2267,2267,BEND,0.933000
2268,2268,DRIFT,0.669000
2269,2269,DRIFT,0.005000
2270,2270,SEXT,0.290000
2271,2271,HSTR,0.000000
2272,2272,VSTR,0.000000
2273,2273,DRIFT,0.005000
2274,2274,DRIFT,0.196500
2275,2275,QUAD,0.307000
2276,2276,DRIFT,0.173000
2277,2277,BPM,0.000000
2278,2278,DRIFT,0.285350
2279,2279,QUAD,0.606300
2280,2280,DRIFT,0.231850
2281,2281,DRIFT,0.005000
2282,2282,SEXT,0.290000
2283,2283,HSTR,0.000000
2284,2284,VSTR,0.000000
2285,2285,DRIFT,0.005000
2286,2286,DRIFT,0.146800
2287,2287,QUAD,0.406400
2288,2288,DRIFT,1.288300
2289,2289,BPM,0.000000
2290,2290,DRIFT,0.002500
2291,2291,DRIFT,0.150000
2292,2292,HTRIM,0.000000
2293,2293,VTRIM,0.000000
2294,2294,DRIFT,0.150000
2295,2295,DRIFT,2.577500
2296,2296,source,0.000000
2297,2297,DRIFT,2.577500
2298,2298,DRIFT,0.150000
2299,2299,HTRIM,0.000000
2300,2300,VTRIM,0.000000
2301,2301,DRIFT,0.150000
2302,2302,DRIFT,0.002500
2303,2303,BPM,0.000000
2304,2304,DRIFT,1.288300
2305,2305,QUAD,0.406400
2306,2306,DRIFT,0.146800
2307,2307,DRIFT,0.005000
2308,2308,SEXT,0.290000
2309,2309,HSTR,0.000000
2310,2310,VSTR,0.000000
2311,2311,DRIFT,0.005000
2312,2312,DRIFT,0.231850
2313,2313,QUAD,0.606300
2314,2314,DRIFT,0.458350
2315,2315,QUAD,0.307000
2316,2316,DRIFT,0.196500
2317,2317,DRIFT,0.005000
2318,2318,SEXT,0.290000
2319,2319,HSTR,0.000000
2320,2320,VSTR,0.000000
2321,2321,DRIFT,0.005000
2322,2322,DRIFT,0.185000
2323,2323,BPM,0.000000
2324,2324,DRIFT,0.484000
2325,2325,BEND,0.933000
2326,2326,DRIFT,0.585800
2327,2327,QUAD,0.406400
2328,2328,DRIFT,0.158300
2329,2329,BPM,0.000000
2330,2330,DRIFT,0.263500
2331,2331,DRIFT,0.005000
2332,2332,SEXT,0.190000
2333,2333,HSTR,0.000000
2334,2334,VSTR,0.000000
2335,2335,DRIFT,0.005000
2336,2336,DRIFT,0.195200
2337,2337,QUAD,0.407600
2338,2338,DRIFT,0.118700
2339,2339,BPM,0.000000
2340,2340,DRIFT,0.116000
2341,2341,DRIFT,0.005000
2342,2342,SEXT,0.290000
2343,2343,HSTR,0.000000
2344,2344,VSTR,0.000000
2345,2345,DRIFT,0.005000
2346,2346,DRIFT,0.234700
2347,2347,QUAD,0.407600
2348,2348,DRIFT,0.195200
2349,2349,DRIFT,0.005000
2350,2350,SEXT,0.190000
2351,2351,HSTR,0.000000
2352,2352,VSTR,0.000000
2353,2353,DRIFT,0.005000
2354,2354,DRIFT,0.421800
2355,2355,QUAD,0.406400
2356,2356,DRIFT,0.101800
2357,2357,BPM,0.000000
2358,2358,DRIFT,0.484000
2359,2359,source,0.000000
2360,2360,BEND,0.933000
2361,2361,DRIFT,0.669000
2362,2362,DRIFT,0.005000
2363,2363,SEXT,0.290000
2364,2364,HSTR,0.000000
2365,2365,VSTR,0.000000
2366,2366,DRIFT,0.005000
2367,2367,DRIFT,0.196500
2368,2368,QUAD,0.307000
2369,2369,DRIFT,0.173000
2370,2370,BPM,0.000000
2371,2371,DRIFT,0.285350
2372,2372,QUAD,0.606300
2373,2373,DRIFT,0.231850
2374,2374,DRIFT,0.005000
2375,2375,SEXT,0.290000
2376,2376,HSTR,0.000000
2377,2377,VSTR,0.000000
2378,2378,DRIFT,0.005000
2379,2379,DRIFT,0.146800
2380,2380,QUAD,0.406400
2381,2381,DRIFT,1.288300
2382,2382,BPM,0.000000
2383,2383,DRIFT,0.002500
2384,2384,DRIFT,0.150000
2385,2385,HTRIM,0.000000
2386,2386,VTRIM,0.000000
2387,2387,DRIFT,0.150000
2388,2388,DRIFT,2.577500
2389,2389,source,0.000000
2390,2390,DRIFT,2.577500
2391,2391,DRIFT,0.150000
2392,2392,HTRIM,0.000000
2393,2393,VTRIM,0.000000
2394,2394,DRIFT,0.150000
2395,2395,DRIFT,0.002500
2396,2396,BPM,0.000000
2397,2397,DRIFT,1.288300
2398,2398,QUAD,0.406400
2399,2399,DRIFT,0.146800
2400,2400,DRIFT,0.005000
2401,2401,SEXT,0.290000
2402,2402,HSTR,0.000000
2403,2403,VSTR,0.000000
2404,2404,DRIFT,0.005000
2405,2405,DRIFT,0.231850
2406,2406,QUAD,0.606300
2407,2407,DRIFT,0.458350
2408,2408,QUAD,0.307000
2409,2409,DRIFT,0.196500
2410,2410,DRIFT,0.005000
2411,2411,SEXT,0.290000
2412,2412,HSTR,0.000000
2413,2413,VSTR,0.000000
2414,2414,DRIFT,0.005000
2415,2415,DRIFT,0.185000
2416,2416,BPM,0.000000
2417,2417,DRIFT,0.484000
2418,2418,BEND,0.933000
2419,2419,DRIFT,0.585800
2420,2420,QUAD,0.406400
2421,2421,DRIFT,0.158300
2422,2422,BPM,0.000000
2423,2423,DRIFT,0.263500
2424,2424,DRIFT,0.005000
2425,2425,SEXT,0.190000
2426,2426,HSTR,0.000000
2427,2427,VSTR,0.000000
2428,2428,DRIFT,0.005000
2429,2429,DRIFT,0.195200
2430,2430,QUAD,0.407600
2431,2431,DRIFT,0.118700
2432,2432,BPM,0.000000
2433,2433,DRIFT,0.116000
2434,2434,DRIFT,0.005000
2435,2435,SEXT,0.290000
2436,2436,HSTR,0.000000
2437,2437,VSTR,0.000000
2438,2438,DRIFT,0.005000
2439,2439,DRIFT,0.234700
2440,2440,QUAD,0.407600
2441,2441,DRIFT,0.195200
2442,2442,DRIFT,0.005000
2443,2443,SEXT,0.190000
2444,2444,HSTR,0.000000
2445,2445,VSTR,0.000000
2446,2446,DRIFT,0.005000
2447,2447,DRIFT,0.421800
2448,2448,QUAD,0.406400
2449,2449,DRIFT,0.101800
2450,2450,BPM,0.000000
2451,2451,DRIFT,0.484000
2452,2452,source,0.000000
2453,2453,BEND,0.933000
2454,2454,DRIFT,0.669000
2455,2455,DRIFT,0.005000
2456,2456,SEXT,0.290000
2457,2457,HSTR,0.000000
2458,2458,VSTR,0.000000
2459,2459,DRIFT,0.005000
2460,2460,DRIFT,0.196500
2461,2461,QUAD,0.307000
2462,2462,DRIFT,0.173000
2463,2463,BPM,0.000000
2464,2464,DRIFT,0.285350
2465,2465,QUAD,0.606300
2466,2466,DRIFT,0.231850
2467,2467,DRIFT,0.005000
2468,2468,SEXT,0.290000
2469,2469,HSTR,0.000000
2470,2470,VSTR,0.000000
2471,2471,DRIFT,0.005000
2472,2472,DRIFT,0.146800
2473,2473,QUAD,0.406400
2474,2474,DRIFT,1.288300
2475,2475,BPM,0.000000
2476,2476,DRIFT,4.380000
