id,name,type,length
960,960,VSTR,0.000000
961,961,DRIFT,0.005000
962,962,DRIFT,0.421800
963,963,QUAD,0.406400
964,964,DRIFT,0.101800
965,965,BPM,0.000000
966,966,DRIFT,0.484000
967,967,BEND,0.933000
968,968,DRIFT,0.669000
969,969,DRIFT,0.005000
970,970,SEXT,0.290000
971,971,HSTR,0.000000
972,972,VSTR,0.000000
973,973,DRIFT,0.005000
974,974,DRIFT,0.196500
975,975,QUAD,0.307000
976,976,DRIFT,0.173000
977,977,BPM,0.000000
978,978,DRIFT,0.285350
979,979,QUAD,0.606300
980,980,DRIFT,0.231850
981,981,DRIFT,0.005000
982,982,SEXT,0.290000
983,983,HSTR,0.000000
984,984,VSTR,0.000000
985,985,DRIFT,0.005000
986,986,DRIFT,0.146800
987,987,QUAD,0.406400
988,988,DRIFT,0.150600
989,989,BPM,0.000000
990,990,DRIFT,0.234100
991,991,DRIFT,0.050000
992,992,HCHICA,0.000000
993,993,DRIFT,0.050000
994,994,DRIFT,0.727600
995,995,DRIFT,0.050000
996,996,HCHICA,0.000000
997,997,DRIFT,0.050000
998,998,DRIFT,0.539000
999,999,DRIFT,0.150000
1000,1000,HTRIM,0.000000
1001,1001,VTRIM,0.000000
1002,1002,DRIFT,0.150000
1003,1003,DRIFT,0.785000
1004,1004,source,0.000000
1005,1005,DRIFT,0.785000
1006,1006,DRIFT,0.150000
1007,1007,HTRIM,0.000000
1008,1008,VTRIM,0.000000
1009,1009,DRIFT,0.150000
1010,1010,DRIFT,0.059500
1011,1011,BPM10,0.000000
1012,1012,DRIFT,0.037500
1013,1013,DRIFT,0.050000
1014,1014,HCHICA,0.000000
1015,1015,DRIFT,0.050000
1016,1016,DRIFT,0.037500
1017,1017,BPM10,0.000000
1018,1018,DRIFT,0.059500
1019,1019,DRIFT,0.150000
1020,1020,HTRIM,0.000000
1021,1021,VTRIM,0.000000
1022,1022,DRIFT,0.150000
1023,1023,DRIFT,0.785000
1024,1024,source,0.000000
1025,1025,DRIFT,0.785000
1026,1026,DRIFT,0.150000
1027,1027,HTRIM,0.000000
1028,1028,VTRIM,0.000000
1029,1029,DRIFT,0.150000
1030,1030,DRIFT,0.539000
1031,1031,DRIFT,0.050000
1032,1032,HCHICA,0.000000
1033,1033,DRIFT,0.050000
1034,1034,DRIFT,0.727600
1035,1035,DRIFT,0.050000
1036,1036,HCHICA,0.000000
1037,1037,DRIFT,0.050000
1038,1038,DRIFT,0.234600
1039,1039,BPM,0.000000
1040,1040,DRIFT,0.150100
1041,1041,QUAD,0.406400
1042,1042,DRIFT,0.146800
1043,1043,DRIFT,0.005000
1044,1044,SEXT,0.290000
1045,1045,HSTR,0.000000
1046,1046,VSTR,0.000000
1047,1047,DRIFT,0.005000
1048,1048,DRIFT,0.231850
1049,1049,QUAD,0.606300
1050,1050,DRIFT,0.458350
1051,1051,QUAD,0.307000
1052,1052,DRIFT,0.196500
1053,1053,DRIFT,0.005000
1054,1054,SEXT,0.290000
1055,1055,HSTR,0.000000
1056,1056,VSTR,0.000000
1057,1057,DRIFT,0.005000
1058,1058,DRIFT,0.185000
1059,1059,BPM,0.000000
1060,1060,DRIFT,0.484000
1061,1061,BEND,0.933000
1062,1062,DRIFT,0.585800
1063,1063,QUAD,0.406400
1064,1064,DRIFT,0.158300
1065,1065,BPM,0.000000
1066,1066,DRIFT,0.263500
1067,1067,DRIFT,0.005000
1068,1068,SEXT,0.190000
1069,1069,HSTR,0.000000
1070,1070,VSTR,0.000000
1071,1071,DRIFT,0.005000
1072,1072,DRIFT,0.195200
1073,1073,QUAD,0.407600
1074,1074,DRIFT,0.118700
1075,1075,BPM,0.000000
1076,1076,DRIFT,0.116000
1077,1077,DRIFT,0.005000
1078,1078,SEXT,0.290000
1079,1079,HSTR,0.000000
1080,1080,VSTR,0.000000
1081,1081,DRIFT,0.005000
1082,1082,DRIFT,0.234700
1083,1083,QUAD,0.407600
1084,1084,DRIFT,0.195200
1085,1085,DRIFT,0.005000
1086,1086,SEXT,0.190000
1087,1087,HSTR,0.000000
1088,1088,VSTR,0.000000
1089,1089,DRIFT,0.005000
1090,1090,DRIFT,0.421800
1091,1091,QUAD,0.406400
1092,1092,DRIFT,0.101800
1093,1093,BPM,0.000000
1094,1094,DRIFT,0.484000
1095,1095,BEND,0.933000
1096,1096,DRIFT,0.669000
1097,1097,DRIFT,0.005000
1098,1098,SEXT,0.290000
1099,1099,HSTR,0.000000
1100,1100,VSTR,0.000000
1101,1101,DRIFT,0.005000
1102,1102,DRIFT,0.196500
1103,1103,QUAD,0.307000
1104,1104,DRIFT,0.173000
1105,1105,BPM,0.000000
1106,1106,DRIFT,0.285350
1107,1107,QUAD,0.606300
1108,1108,DRIFT,0.231850
1109,1109,DRIFT,0.005000
1110,1110,SEXT,0.290000
1111,1111,HSTR,0.000000
1112,1112,VSTR,0.000000
1113,1113,DRIFT,0.005000
1114,1114,DRIFT,0.146800
1115,1115,QUAD,0.406400
1116,1116,DRIFT,1.288300
1117,1117,BPM,0.000000
1118,1118,DRIFT,0.002500
1119,1119,DRIFT,0.150000
1120,1120,HTRIM,0.000000
1121,1121,VTRIM,0.000000
1122,1122,DRIFT,0.150000
1123,1123,DRIFT,2.577500
1124,1124,source,0.000000
1125,1125,DRIFT,2.577500
1126,1126,DRIFT,0.150000
1127,1127,HTRIM,0.000000
1128,1128,VTRIM,0.000000
1129,1129,DRIFT,0.150000
1130,1130,DRIFT,0.002500
1131,1131,BPM,0.000000
1132,1132,DRIFT,1.288300
1133,1133,QUAD,0.406400
1134,1134,DRIFT,0.146800
1135,1135,DRIFT,0.005000
1136,1136,SEXT,0.290000
1137,1137,HSTR,0.000000
1138,1138,VSTR,0.000000
1139,1139,DRIFT,0.005000
1140,1140,DRIFT,0.231850
1141,1141,QUAD,0.606300
1142,1142,DRIFT,0.458350
1143,1143,QUAD,0.307000
1144,1144,DRIFT,0.196500
1145,1145,DRIFT,0.005000
1146,1146,SEXT,0.290000
1147,1147,HSTR,0.000000
1148,1148,VSTR,0.000000
1149,1149,DRIFT,0.005000
1150,1150,DRIFT,0.185000
1151,1151,BPM,0.000000
1152,1152,DRIFT,0.484000
1153,1153,BEND,0.933000
1154,1154,DRIFT,0.585800
1155,1155,QUAD,0.406400
1156,1156,DRIFT,0.158300
1157,1157,BPM,0.000000
1158,1158,DRIFT,0.263500
1159,1159,DRIFT,0.005000
1160,1160,SEXT,0.190000
1161,1161,HSTR,0.000000
1162,1162,VSTR,0.000000
1163,1163,DRIFT,0.005000
1164,1164,DRIFT,0.195200
1165,1165,QUAD,0.407600
1166,1166,DRIFT,0.118700
1167,1167,BPM,0.000000
1168,1168,DRIFT,0.116000
1169,1169,DRIFT,0.005000
1170,1170,SEXT,0.290000
1171,1171,HSTR,0.000000
1172,1172,VSTR,0.000000
1173,1173,DRIFT,0.005000
1174,1174,DRIFT,0.234700
1175,1175,QUAD,0.407600
1176,1176,DRIFT,0.195200
1177,1177,DRIFT,0.005000
1178,1178,SEXT,0.190000
1179,1179,HSTR,0.000000
1180,1180,VSTR,0.000000
1181,1181,DRIFT,0.005000
1182,1182,DRIFT,0.421800
1183,1183,QUAD,0.406400
1184,1184,DRIFT,0.101800
1185,1185,BPM,0.000000
1186,1186,DRIFT,0.484000
1187,1187,BEND,0.933000
1188,1188,DRIFT,0.669000
1189,1189,DRIFT,0.005000
1190,1190,SEXT,0.290000
1191,1191,HSTR,0.000000
1192,1192,VSTR,0.000000
1193,1193,DRIFT,0.005000
1194,1194,DRIFT,0.196500
1195,1195,QUAD,0.307000
1196,1196,DRIFT,0.173000
1197,1197,BPM,0.000000
1198,1198,DRIFT,0.285350
1199,1199,QUAD,0.606300
1200,1200,DRIFT,0.231850
1201,1201,DRIFT,0.005000
1202,1202,SEXT,0.290000
1203,1203,HSTR,0.000000
1204,1204,VSTR,0.000000
1205,1205,DRIFT,0.005000
1206,1206,DRIFT,0.146800
1207,1207,QUAD,0.406400
1208,1208,DRIFT,1.288300
1209,1209,BPM,0.000000
1210,1210,DRIFT,0.002500
1211,1211,DRIFT,2.002500
1212,1212,DRIFT,0.150000
1213,1213,HTRIM,0.000000
1214,1214,VTRIM,0.000000
1215,1215,DRIFT,0.150000
1216,1216,MPW12,1.150000
1217,1217,DRIFT,0.150000
1218,1218,HTRIM,0.000000
1219,1219,VTRIM,0.000000
1220,1220,DRIFT,0.150000
1221,1221,DRIFT,2.002500
1222,1222,DRIFT,0.002500
1223,1223,BPM,0.000000
1224,1224,DRIFT,1.288300
1225,1225,QUAD,0.406400
1226,1226,DRIFT,0.146800
1227,1227,DRIFT,0.005000
1228,1228,SEXT,0.290000
1229,1229,HSTR,0.000000
1230,1230,VSTR,0.000000
1231,1231,DRIFT,0.005000
1232,1232,DRIFT,0.231850
1233,1233,QUAD,0.606300
1234,1234,DRIFT,0.458350
1235,1235,QUAD,0.307000
1236,1236,DRIFT,0.196500
1237,1237,DRIFT,0.005000
1238,1238,SEXT,0.290000
1239,1239,HSTR,0.000000
1240,1240,VSTR,0.000000
1241,1241,DRIFT,0.005000
1242,1242,DRIFT,0.185000
1243,1243,BPM,0.000000
1244,1244,DRIFT,0.484000
1245,1245,BEND,0.933000
1246,1246,DRIFT,0.585800
1247,1247,QUAD,0.406400
1248,1248,DRIFT,0.158300
1249,1249,BPM,0.000000
1250,1250,DRIFT,0.263500
1251,1251,DRIFT,0.005000
1252,1252,SEXT,0.190000
1253,1253,HSTR,0.000000
1254,1254,VSTR,0.000000
1255,1255,DRIFT,0.005000
1256,1256,DRIFT,0.195200
1257,1257,QUAD,0.407600
1258,1258,DRIFT,0.118700
1259,1259,BPM,0.000000
1260,1260,DRIFT,0.116000
1261,1261,DRIFT,0.005000
1262,1262,SEXT,0.290000
1263,1263,HSTR,0.000000
1264,1264,VSTR,0.000000
1265,1265,DRIFT,0.005000
1266,1266,DRIFT,0.234700
1267,1267,QUAD,0.407600
1268,1268,DRIFT,0.195200
1269,1269,DRIFT,0.005000
1270,1270,SEXT,0.190000
1271,1271,HSTR,0.000000
1272,1272,VSTR,0.000000
1273,1273,DRIFT,0.005000
1274,1274,DRIFT,0.421800
1275,1275,QUAD,0.406400
1276,1276,DRIFT,0.101800
1277,1277,BPM,0.000000
1278,1278,DRIFT,0.484000
1279,1279,BEND,0.933000
1280,1280,DRIFT,0.669000
1281,1281,DRIFT,0.005000
1282,1282,SEXT,0.290000
1283,1283,HSTR,0.000000
1284,1284,VSTR,0.000000
1285,1285,DRIFT,0.005000
1286,1286,DRIFT,0.196500
1287,1287,QUAD,0.307000
1288,1288,DRIFT,0.173000
1289,1289,BPM,0.000000
1290,1290,DRIFT,0.285350
1291,1291,QUAD,0.606300
1292,1292,DRIFT,0.231850
1293,1293,DRIFT,0.005000
1294,1294,SEXT,0.290000
1295,1295,HSTR,0.000000
1296,1296,VSTR,0.000000
1297,1297,DRIFT,0.005000
1298,1298,DRIFT,0.146800
1299,1299,QUAD,0.406400
1300,1300,DRIFT,0.288340
1301,1301,QUAD,0.300000
1302,1302,DRIFT,0.152700
1303,1303,DRIFT,0.050000
1304,1304,HCHICA,0.000000
1305,1305,DRIFT,0.050000
1306,1306,DRIFT,0.310760
1307,1307,BPM,0.000000
1308,1308,DRIFT,0.150000
1309,1309,HTRIM,0.000000
1310,1310,VTRIM,0.000000
1311,1311,DRIFT,0.150000
1312,1312,DRIFT,1.202985
1313,1313,source,0.000000
1314,1314,DRIFT,1.202985
1315,1315,DRIFT,0.150000
1316,1316,HTRIM,0.000000
1317,1317,VTRIM,0.000000
1318,1318,DRIFT,0.150000
1319,1319,BPM,0.000000
1320,1320,DRIFT,0.259750
1321,1321,HSTR,0.000000
1322,1322,VSTR,0.000000
1323,1323,DRIFT,0.564530
1324,1324,DRIFT,0.050000
1325,1325,HCHICA,0.000000
1326,1326,DRIFT,0.050000
1327,1327,DRIFT,0.385900
1328,1328,QUAD,0.600000
1329,1329,DRIFT,0.200150
1330,1330,QUAD,0.400000
1331,1331,DRIFT,0.092480
1332,1332,BPM,0.000000
1333,1333,DRIFT,0.081290
1334,1334,HSTR,0.000000
1335,1335,VSTR,0.000000
1336,1336,DRIFT,0.150000
1337,1337,HTRIM,0.000000
1338,1338,VTRIM,0.000000
1339,1339,DRIFT,0.150000
1340,1340,DRIFT,1.425865
1341,1341,source,0.000000
1342,1342,DRIFT,1.425865
1343,1343,DRIFT,0.150000
1344,1344,HTRIM,0.000000
1345,1345,VTRIM,0.000000
1346,1346,DRIFT,0.150000
1347,1347,BPM,0.000000
1348,1348,DRIFT,0.308440
1349,1349,DRIFT,0.050000
1350,1350,HCHICA,0.000000
1351,1351,DRIFT,0.050000
1352,1352,DRIFT,0.137760
1353,1353,QUAD,0.300000
1354,1354,DRIFT,0.196800
1355,1355,QUAD,0.406400
1356,1356,DRIFT,0.146800
1357,1357,DRIFT,0.005000
1358,1358,SEXT,0.290000
1359,1359,HSTR,0.000000
1360,1360,VSTR,0.000000
1361,1361,DRIFT,0.005000
1362,1362,DRIFT,0.231850
1363,1363,QUAD,0.606300
1364,1364,DRIFT,0.458350
1365,1365,QUAD,0.307000
1366,1366,DRIFT,0.196500
1367,1367,DRIFT,0.005000
1368,1368,SEXT,0.290000
1369,1369,HSTR,0.000000
1370,1370,VSTR,0.000000
1371,1371,DRIFT,0.005000
1372,1372,DRIFT,0.185000
1373,1373,BPM,0.000000
1374,1374,DRIFT,0.484000
1375,1375,BEND,0.933000
1376,1376,DRIFT,0.585800
1377,1377,QUAD,0.406400
1378,1378,DRIFT,0.158300
1379,1379,BPM,0.000000
1380,1380,DRIFT,0.263500
1381,1381,DRIFT,0.005000
1382,1382,SEXT,0.190000
1383,1383,HSTR,0.000000
1384,1384,VSTR,0.000000
1385,1385,DRIFT,0.005000
1386,1386,DRIFT,0.195200
1387,1387,QUAD,0.407600
1388,1388,DRIFT,0.118700
1389,1389,BPM,0.000000
1390,1390,DRIFT,0.116000
1391,1391,DRIFT,0.005000
1392,1392,SEXT,0.290000
1393,1393,HSTR,0.000000
1394,1394,VSTR,0.000000
1395,1395,DRIFT,0.005000
1396,1396,DRIFT,0.234700
1397,1397,QUAD,0.407600
1398,1398,DRIFT,0.195200
1399,1399,DRIFT,0.005000
1400,1400,SEXT,0.190000
1401,1401,HSTR,0.000000
1402,1402,VSTR,0.000000
1403,1403,DRIFT,0.005000
1404,1404,DRIFT,0.421800
1405,1405,QUAD,0.406400
1406,1406,DRIFT,0.101800
1407,1407,BPM,0.000000
1408,1408,DRIFT,0.484000
1409,1409,BEND,0.933000
1410,1410,DRIFT,0.669000
1411,1411,DRIFT,0.005000
1412,1412,SEXT,0.290000
1413,1413,HSTR,0.000000
1414,1414,VSTR,0.000000
1415,1415,DRIFT,0.005000
1416,1416,DRIFT,0.196500
1417,1417,QUAD,0.307000
1418,1418,DRIFT,0.173000
1419,1419,BPM,0.000000
1420,1420,DRIFT,0.285350
1421,1421,QUAD,0.606300
1422,1422,DRIFT,0.231850
1423,1423,DRIFT,0.005000
1424,1424,SEXT,0.290000
1425,1425,HSTR,0.000000
1426,1426,VSTR,0.000000
1427,1427,DRIFT,0.005000
1428,1428,DRIFT,0.146800
1429,1429,QUAD,0.406400
1430,1430,DRIFT,1.288300
1431,1431,BPM,0.000000
1432,1432,DRIFT,0.002500
1433,1433,DRIFT,0.150000
1434,1434,HTRIM,0.000000
1435,1435,VTRIM,0.000000
1436,1436,DRIFT,0.150000
1437,1437,DRIFT,2.577500
1438,1438,source,0.000000
1439,1439,DRIFT,2.577500
1440,1440,DRIFT,0.150000
1441,1441,HTRIM,0.000000
1442,1442,VTRIM,0.000000
1443,1443,DRIFT,0.150000
1444,1444,DRIFT,0.002500
1445,1445,BPM,0.000000
1446,1446,DRIFT,1.288300
1447,1447,QUAD,0.406400
1448,1448,DRIFT,0.146800
1449,1449,DRIFT,0.005000
1450,1450,SEXT,0.290000
1451,1451,HSTR,0.000000
1452,1452,VSTR,0.000000
1453,1453,DRIFT,0.005000
1454,1454,DRIFT,0.231850
1455,1455,QUAD,0.606300
1456,1456,DRIFT,0.458350
1457,1457,QUAD,0.307000
1458,1458,DRIFT,0.196500
1459,1459,DRIFT,0.005000
1460,1460,SEXT,0.290000
1461,1461,HSTR,0.000000
1462,1462,VSTR,0.000000
1463,1463,DRIFT,0.005000
1464,1464,DRIFT,0.185000
1465,1465,BPM,0.000000
1466,1466,DRIFT,0.484000
1467,1467,BEND,0.933000
1468,1468,DRIFT,0.585800
1469,1469,QUAD,0.406400
1470,1470,DRIFT,0.158300
1471,1471,BPM,0.000000
1472,1472,DRIFT,0.263500
1473,1473,DRIFT,0.005000
1474,1474,SEXT,0.190000
1475,1475,HSTR,0.000000
1476,1476,VSTR,0.000000
1477,1477,DRIFT,0.005000
1478,1478,DRIFT,0.195200
1479,1479,QUAD,0.407600
1480,1480,DRIFT,0.118700
1481,1481,BPM,0.000000
1482,1482,DRIFT,0.116000
1483,1483,DRIFT,0.005000
1484,1484,SEXT,0.290000
1485,1485,HSTR,0.000000
1486,1486,VSTR,0.000000
1487,1487,DRIFT,0.005000
1488,1488,DRIFT,0.234700
1489,1489,QUAD,0.407600
1490,1490,DRIFT,0.195200
1491,1491,DRIFT,0.005000
1492,1492,SEXT,0.190000
1493,1493,HSTR,0.000000
1494,1494,VSTR,0.000000
1495,1495,DRIFT,0.005000
1496,1496,DRIFT,0.421800
1497,1497,QUAD,0.406400
1498,1498,DRIFT,0.101800
1499,1499,BPM,0.000000
1500,1500,DRIFT,0.484000
1501,1501,BEND,0.933000
1502,1502,DRIFT,0.669000
1503,1503,DRIFT,0.005000
1504,1504,SEXT,0.290000
1505,1505,HSTR,0.000000
1506,1506,VSTR,0.000000
1507,1507,DRIFT,0.005000
1508,1508,DRIFT,0.196500
1509,1509,QUAD,0.307000
1510,1510,DRIFT,0.173000
1511,1511,BPM,0.000000
1512,1512,DRIFT,0.285350
1513,1513,QUAD,0.606300
1514,1514,DRIFT,0.231850
1515,1515,DRIFT,0.005000
1516,1516,SEXT,0.290000
1517,1517,HSTR,0.000000
1518,1518,VSTR,0.000000
1519,1519,DRIFT,0.005000
1520,1520,DRIFT,0.146800
1521,1521,QUAD,0.406400
1522,1522,DRIFT,1.288300
1523,1523,BPM,0.000000
1524,1524,DRIFT,0.002500
1525,1525,DRIFT,1.857500
1526,1526,DRIFT,0.150000
1527,1527,HTRIM,0.000000
1528,1528,VTRIM,0.000000
1529,1529,DRIFT,0.150000
1530,1530,MPW15,1.440000
1531,1531,DRIFT,0.150000
1532,1532,HTRIM,0.000000
1533,1533,VTRIM,0.000000
1534,1534,DRIFT,0.150000
1535,1535,DRIFT,1.857500
1536,1536,DRIFT,0.002500
1537,1537,BPM,0.000000
1538,1538,DRIFT,1.288300
1539,1539,QUAD,0.406400
1540,1540,DRIFT,0.146800
1541,1541,DRIFT,0.005000
1542,1542,SEXT,0.290000
1543,1543,HSTR,0.000000
1544,1544,VSTR,0.000000
1545,1545,DRIFT,0.005000
1546,1546,DRIFT,0.231850
1547,1547,QUAD,0.606300
1548,1548,DRIFT,0.458350
1549,1549,QUAD,0.307000
1550,1550,DRIFT,0.196500
1551,1551,DRIFT,0.005000
1552,1552,SEXT,0.290000
1553,1553,HSTR,0.000000
1554,1554,VSTR,0.000000
1555,1555,DRIFT,0.005000
1556,1556,DRIFT,0.185000
1557,1557,BPM,0.000000
1558,1558,DRIFT,0.484000
1559,1559,BEND,0.933000
1560,1560,DRIFT,0.585800
1561,1561,QUAD,0.406400
1562,1562,DRIFT,0.158300
1563,1563,BPM,0.000000
1564,1564,DRIFT,0.263500
1565,1565,DRIFT,0.005000
1566,1566,SEXT,0.190000
1567,1567,HSTR,0.000000
1568,1568,VSTR,0.000000
1569,1569,DRIFT,0.005000
1570,1570,DRIFT,0.195200
1571,1571,QUAD,0.407600
1572,1572,DRIFT,0.118700
1573,1573,BPM,0.000000
1574,1574,DRIFT,0.116000
1575,1575,DRIFT,0.005000
1576,1576,SEXT,0.290000
1577,1577,HSTR,0.000000
1578,1578,VSTR,0.000000
1579,1579,DRIFT,0.005000
1580,1580,DRIFT,0.234700
1581,1581,QUAD,0.407600
1582,1582,DRIFT,0.195200
1583,1583,DRIFT,0.005000
1584,1584,SEXT,0.190000
1585,1585,HSTR,0.000000
1586,1586,VSTR,0.000000
1587,1587,DRIFT,0.005000
1588,1588,DRIFT,0.421800
1589,1589,QUAD,0.406400
1590,1590,DRIFT,0.101800
1591,1591,BPM,0.000000
1592,1592,DRIFT,0.484000
1593,1593,BEND,0.933000
1594,1594,DRIFT,0.669000
1595,1595,DRIFT,0.005000
1596,1596,SEXT,0.290000
1597,1597,HSTR,0.000000
1598,1598,VSTR,0.000000
1599,1599,DRIFT,0.005000
1600,1600,DRIFT,0.196500
1601,1601,QUAD,0.307000
1602,1602,DRIFT,0.173000
1603,1603,BPM,0.000000
1604,1604,DRIFT,0.285350
1605,1605,QUAD,0.606300
1606,1606,DRIFT,0.231850
1607,1607,DRIFT,0.005000
1608,1608,SEXT,0.290000
1609,1609,HSTR,0.000000
1610,1610,VSTR,0.000000
1611,1611,DRIFT,0.005000
1612,1612,DRIFT,0.146800
1613,1613,QUAD,0.406400
1614,1614,DRIFT,1.288300
1615,1615,BPM,0.000000
1616,1616,DRIFT,0.002500
1617,1617,DRIFT,1.605500
1618,1618,DRIFT,0.150000
1619,1619,HTRIM,0.000000
1620,1620,VTRIM,0.000000
1621,1621,DRIFT,0.150000
1622,1622,DRIFT,0.972000
1623,1623,source,0.000000
1624,1624,DRIFT,0.972000
1625,1625,DRIFT,0.150000
1626,1626,HTRIM,0.000000
1627,1627,VTRIM,0.000000
1628,1628,DRIFT,0.150000
1629,1629,DRIFT,1.605500
1630,1630,DRIFT,0.002500
1631,1631,BPM,0.000000
1632,1632,DRIFT,1.288300
1633,1633,QUAD,0.406400
1634,1634,DRIFT,0.146800
1635,1635,DRIFT,0.005000
1636,1636,SEXT,0.290000
1637,1637,HSTR,0.000000
1638,1638,VSTR,0.000000
1639,1639,DRIFT,0.005000
1640,1640,DRIFT,0.231850
1641,1641,QUAD,0.606300
1642,1642,DRIFT,0.458350
1643,1643,QUAD,0.307000
1644,1644,DRIFT,0.196500
1645,1645,DRIFT,0.005000
1646,1646,SEXT,0.290000
1647,1647,HSTR,0.000000
1648,1648,VSTR,0.000000
1649,1649,DRIFT,0.005000
1650,1650,DRIFT,0.185000
1651,1651,BPM,0.000000
1652,1652,DRIFT,0.484000
1653,1653,BEND,0.933000
1654,1654,DRIFT,0.585800
1655,1655,QUAD,0.406400
1656,1656,DRIFT,0.158300
1657,1657,BPM,0.000000
1658,1658,DRIFT,0.263500
1659,1659,DRIFT,0.005000
1660,1660,SEXT,0.190000
1661,1661,HSTR,0.000000
1662,1662,VSTR,0.000000
1663,1663,DRIFT,0.005000
1664,1664,DRIFT,0.195200
1665,1665,QUAD,0.407600
1666,1666,DRIFT,0.118700
1667,1667,BPM,0.000000
1668,1668,DRIFT,0.116000
1669,1669,DRIFT,0.005000
1670,1670,SEXT,0.290000
1671,1671,HSTR,0.000000
1672,1672,VSTR,0.000000
1673,1673,DRIFT,0.005000
1674,1674,DRIFT,0.234700
1675,1675,QUAD,0.407600
1676,1676,DRIFT,0.195200
1677,1677,DRIFT,0.005000
1678,1678,SEXT,0.190000
1679,1679,HSTR,0.000000
1680,1680,VSTR,0.000000
1681,1681,DRIFT,0.005000
1682,1682,DRIFT,0.421800
1683,1683,QUAD,0.406400
1684,1684,DRIFT,0.101800
1685,1685,BPM,0.000000
1686,1686,DRIFT,0.484000
1687,1687,source,0.000000
1688,1688,BEND,0.933000
1689,1689,DRIFT,0.669000
1690,1690,DRIFT,0.005000
1691,1691,SEXT,0.290000
1692,1692,HSTR,0.000000
1693,1693,VSTR,0.000000
1694,1694,DRIFT,0.005000
1695,1695,DRIFT,0.196500
1696,1696,QUAD,0.307000
1697,1697,DRIFT,0.173000
1698,1698,BPM,0.000000
1699,1699,DRIFT,0.285350
1700,1700,QUAD,0.606300
1701,1701,DRIFT,0.231850
1702,1702,DRIFT,0.005000
1703,1703,SEXT,0.290000
1704,1704,HSTR,0.000000
1705,1705,VSTR,0.000000
1706,1706,DRIFT,0.005000
1707,1707,DRIFT,0.146800
1708,1708,QUAD,0.406400
1709,1709,DRIFT,1.288300
1710,1710,BPM,0.000000
1711,1711,DRIFT,4.380000
1712,1712,RF,0.000000
1713,1713,AP,0.000000
1714,1714,DRIFT,4.380000
1715,1715,BPM,0.000000
1716,1716,DRIFT,1.288300
1717,1717,QUAD,0.406400
1718,1718,DRIFT,0.146800
1719,1719,DRIFT,0.005000
1720,1720,SEXT,0.290000
1721,1721,HSTR,0.000000
1722,1722,VSTR,0.000000
1723,1723,DRIFT,0.005000
1724,1724,DRIFT,0.231850
1725,1725,QUAD,0.606300
1726,1726,DRIFT,0.458350
1727,1727,QUAD,0.307000
1728,1728,DRIFT,0.196500
1729,1729,DRIFT,0.005000
1730,1730,SEXT,0.290000
1731,1731,HSTR,0.000000
1732,1732,VSTR,0.000000
1733,1733,DRIFT,0.005000
1734,1734,DRIFT,0.185000
1735,1735,BPM,0.000000
1736,1736,DRIFT,0.484000
1737,1737,BEND,0.933000
1738,1738,DRIFT,0.585800
1739,1739,QUAD,0.406400
1740,1740,DRIFT,0.158300
1741,1741,BPM,0.000000
1742,1742,DRIFT,0.263500
1743,1743,DRIFT,0.005000
1744,1744,SEXT,0.190000
1745,1745,HSTR,0.000000
1746,1746,VSTR,0.000000
1747,1747,DRIFT,0.005000
1748,1748,DRIFT,0.195200
1749,1749,QUAD,0.407600
1750,1750,DRIFT,0.118700
1751,1751,BPM,0.000000
1752,1752,DRIFT,0.116000
1753,1753,DRIFT,0.005000
1754,1754,SEXT,0.290000
1755,1755,HSTR,0.000000
1756,1756,VSTR,0.000000
1757,1757,DRIFT,0.005000
1758,1758,DRIFT,0.234700
1759,1759,QUAD,0.407600
1760,1760,DRIFT,0.195200
1761,1761,DRIFT,0.005000
1762,1762,SEXT,0.190000
1763,1763,HSTR,0.000000
1764,1764,VSTR,0.000000
1765,1765,DRIFT,0.005000
1766,1766,DRIFT,0.421800
1767,1767,QUAD,0.406400
1768,1768,DRIFT,0.101800
1769,1769,BPM,0.000000
1770,1770,DRIFT,0.484000
1771,1771,BEND,0.933000
1772,1772,DRIFT,0.669000
1773,1773,DRIFT,0.005000
1774,1774,SEXT,0.290000
1775,1775,HSTR,0.000000
1776,1776,VSTR,0.000000
1777,1777,DRIFT,0.005000
1778,1778,DRIFT,0.196500
1779,1779,QUAD,0.307000
1780,1780,DRIFT,0.173000
1781,1781,BPM,0.000000
1782,1782,DRIFT,0.285350
1783,1783,QUAD,0.606300
1784,1784,DRIFT,0.231850
1785,1785,DRIFT,0.005000
1786,1786,SEXT,0.290000
1787,1787,HSTR,0.000000
1788,1788,VSTR,0.000000
1789,1789,DRIFT,0.005000
1790,1790,DRIFT,0.146800
1791,1791,QUAD,0.406400
1792,1792,DRIFT,1.288300
1793,1793,BPM,0.000000
1794,1794,DRIFT,0.002500
1795,1795,DRIFT,1.605500
1796,1796,DRIFT,0.150000
1797,1797,HTRIM,0.000000
1798,1798,VTRIM,0.000000
1799,1799,DRIFT,0.150000
1800,1800,DRIFT,0.972000
1801,1801,source,0.000000
1802,1802,DRIFT,0.972000
1803,1803,DRIFT,0.150000
1804,1804,HTRIM,0.000000
1805,1805,VTRIM,0.000000
1806,1806,DRIFT,0.150000
1807,1807,DRIFT,1.605500
1808,1808,DRIFT,0.002500
1809,1809,BPM,0.000000
1810,1810,DRIFT,1.288300
1811,1811,QUAD,0.406400
1812,1812,DRIFT,0.146800
1813,1813,DRIFT,0.005000
1814,1814,SEXT,0.290000
